0	3	10
0	9	7
0	5	10
3	9	3
3	4	7
3	6	3
3	8	2
3	7	3
3	10	3
9	2	3
9	7	7
9	1	6
9	6	1
5	2	7
5	6	1
5	8	1
5	10	3
4	10	1
4	6	4
6	8	7
2	4	3
2	6	1
7	10	2
8	10	1
8	1	4
